Word Form,Is In Existing Lexicon,Locations found in texts
peah,False,Mishnah Peah 1:1;Mishnah Peah 1:2;Mishnah Peah 1:2;Mishnah Peah 1:3;Mishnah Peah 1:3;Mishnah Peah 1:4;Mishnah Peah 1:4;Mishnah Peah 1:5;Mishnah Peah 1:6;Mishnah Peah 2:1;Mishnah Peah 2:2;Mishnah Peah 2:3;Mishnah Peah 2:4;Mishnah Peah 2:5;Mishnah Peah 2:5;Mishnah Peah 2:5;Mishnah Peah 2:5;Mishnah Peah 2:6;Mishnah Peah 2:6;Mishnah Peah 2:7;Mishnah Peah 2:7;Mishnah Peah 2:8;Mishnah Peah 2:8;Mishnah Peah 2:8;Mishnah Peah 3:1;Mishnah Peah 3:1;Mishnah Peah 3:2;Mishnah Peah 3:2;Mishnah Peah 3:2;Mishnah Peah 3:3;Mishnah Peah 3:4;Mishnah Peah 3:4;Mishnah Peah 3:5;Mishnah Peah 3:5;Mishnah Peah 3:5;Mishnah Peah 3:5;Mishnah Peah 3:5;Mishnah Peah 3:6;Mishnah Peah 3:6;Mishnah Peah 4:1;Mishnah Peah 4:3;Mishnah Peah 4:3;Mishnah Peah 4:4;Mishnah Peah 4:5;Mishnah Peah 4:6;Mishnah Peah 4:7;Mishnah Peah 4:9;Mishnah Peah 4:9;Mishnah Peah 5:4;Mishnah Peah 5:5;Mishnah Peah 5:5;Mishnah Peah 5:6;Mishnah Peah 8:2;Mishnah Peah 8:8;Mishnah Pesachim 4:8;Mishnah Maaser Sheni 5:10;Mishnah Terumot 1:5;Mishnah Terumot 6:5;Mishnah Terumot 9:2;Mishnah Challah 1:3;Mishnah Niddah 6:6;Mishnah Niddah 6:6
pegam,False,Mishnah Shevuot 5:4
pekudah,False,Mishnah Negaim 5:3;Mishnah Negaim 5:3;Mishnah Negaim 5:3
peret,True,
perushin,False,Mishnah Chagigah 2:7;Mishnah Chagigah 2:7
peruta,False,Mishnah Meilah 5:2;Mishnah Meilah 5:2;Mishnah Meilah 5:2;Mishnah Meilah 5:4;Mishnah Meilah 5:4
perutah,False,Mishnah Bava Metzia 4:7;Mishnah Bava Metzia 4:7;Mishnah Bava Metzia 4:7;Mishnah Bava Metzia 4:7;Mishnah Bava Metzia 4:7;Mishnah Bava Metzia 4:7;Mishnah Bava Metzia 4:8;Mishnah Bava Metzia 4:8;Mishnah Kiddushin 1:1;Mishnah Kiddushin 1:1;Mishnah Kiddushin 1:1;Mishnah Kiddushin 2:1;Mishnah Kiddushin 2:1;Mishnah Kiddushin 2:1;Mishnah Kiddushin 2:7;Mishnah Kiddushin 2:7;Mishnah Eduyot 4:7;Mishnah Eduyot 4:7;Mishnah Shevuot 6:1;Mishnah Shevuot 6:1;Mishnah Shevuot 6:1;Mishnah Shevuot 6:1;Mishnah Shevuot 6:3;Mishnah Shevuot 6:3;Mishnah Shevuot 7:6
perutahs,False,Mishnah Meilah 5:1;Mishnah Eduyot 4:7
perutas,False,Mishnah Meilah 5:2;Mishnah Meilah 5:2;Mishnah Meilah 5:2;Mishnah Meilah 5:5;Mishnah Meilah 5:5
perutiyot,False,Mishnah Kilayim 8:5
perutot,False,Mishnah Bava Metzia 4:7;Mishnah Kelim 14:1;Mishnah Kelim 14:1
pesach,False,Mishnah Bava Metzia 8:6;Mishnah Shekalim 2:5;Mishnah Shekalim 2:5;Mishnah Chullin 2:10;Mishnah Chullin 5:3;Mishnah Menachot 9:6;Mishnah Menachot 9:7;Mishnah Arakhin 2:3;Mishnah Arakhin 2:3;Mishnah Arakhin 2:3;Mishnah Arakhin 2:3;Mishnah Arakhin 2:3
petach,False,Mishnah Nedarim 2:1
petzua dakkah,False,Mishnah Yevamot 8:2
piggul,True,
pigul,False,Mishnah Tahorot 3:4;Mishnah Tahorot 3:4;Mishnah Tahorot 3:4;Mishnah Maaser Sheni 3:2;Mishnah Makkot 3:2;Mishnah Meilah 1:2;Mishnah Meilah 1:2;Mishnah Meilah 1:3;Mishnah Meilah 1:3;Mishnah Meilah 1:4;Mishnah Meilah 1:4;Mishnah Meilah 2:1;Mishnah Meilah 2:2;Mishnah Meilah 2:3;Mishnah Meilah 2:4;Mishnah Meilah 2:5;Mishnah Meilah 2:6;Mishnah Meilah 2:7;Mishnah Meilah 2:8;Mishnah Meilah 2:9;Mishnah Meilah 2:9;Mishnah Meilah 4:1;Mishnah Meilah 4:4;Mishnah Orlah 2:16
pondion,False,Mishnah Bava Batra 5:9
pondium,False,Mishnah Kelim 17:12
poteach,False,Mishnah Shekalim 5:1
pras,True,
prosbol,False,Mishnah Ketubot 9:9
prozbul,False,Mishnah Gittin 4:3;Mishnah Ketubot 9:9;Mishnah Oktzin 3:10;Mishnah Oktzin 3:10;Mishnah Oktzin 3:10
pruzbul,True,
pruzbulim,False,Mishnah Moed Katan 3:3
psachter,False,Mishnah Tamid 5:5
pundion,False,Mishnah Peah 8:7;Mishnah Arakhin 7:1
pundium,False,Mishnah Kelim 17:11
pundyon,False,Mishnah Bava Metzia 4:5;Mishnah Shevuot 6:3
pundyonot,False,Mishnah Bava Metzia 4:5;Mishnah Bava Metzia 4:5;Mishnah Bava Metzia 4:5
ramach,False,Mishnah Kilayim 8:5
rashei chodashim,True,
remasim,True,
reseda,False,Mishnah Sheviit 7:2
revai,True,
reviit,False,Mishnah Bava Metzia 8:5;Mishnah Bava Metzia 8:5;Mishnah Chagigah 3:4;Mishnah Oholot 2:2;Mishnah Oholot 2:2;Mishnah Oholot 2:2;Mishnah Oholot 2:5;Mishnah Oholot 2:6;Mishnah Oholot 3:2;Mishnah Oholot 3:2;Mishnah Oholot 3:5;Mishnah Oholot 3:5;Mishnah Oholot 3:5;Mishnah Oholot 3:5;Mishnah Oholot 3:5;Mishnah Makhshirin 6:6;Mishnah Sheviit 4:9;Mishnah Maaser Sheni 2:9;Mishnah Terumot 8:9;Mishnah Terumot 8:10;Mishnah Terumot 10:8;Mishnah Mikvaot 2:4;Mishnah Mikvaot 4:3;Mishnah Mikvaot 4:3;Mishnah Mikvaot 6:10;Mishnah Mikvaot 10:6;Mishnah Mikvaot 10:7;Mishnah Kelim 3:3;Mishnah Kelim 3:3;Mishnah Kelim 3:4;Mishnah Meilah 4:6;Mishnah Nazir 6:1;Mishnah Nazir 7:3;Mishnah Nazir 7:4;Mishnah Niddah 10:5;Mishnah Niddah 10:5;Mishnah Negaim 14:1;Mishnah Kelim 2:2;Mishnah Kelim 2:2
rimin,False,Mishnah Kilayim 1:4
ris,True,
rishon,True,
rivaii,False,Mishnah Parah 1:1;Mishnah Parah 1:1;Mishnah Parah 1:1
rivii,False,Mishnah Parah 1:1
rosh chodesh,True,
rosh hashana,True,
rosh hashanah,True,
rova,True,
rubia tinctorum,False,Mishnah Sheviit 7:2
sanhedrin,False,Mishnah Middot 5:4;Mishnah Shevuot 2:2
satayim,False,Mishnah Shevuot 7:5
satureia thymbra,False,Mishnah Maasrot 3:9;Mishnah Sheviit 8:1
schach,False,Mishnah Sukkah 1:10;Mishnah Sukkah 1:11;Mishnah Sukkah 1:11;Mishnah Sukkah 1:11;Mishnah Sukkah 1:11;Mishnah Sukkah 1:11;Mishnah Sukkah 1:11
scolopendrium,False,Mishnah Sheviit 7:2
scolopendrium hemionitis,False,Mishnah Sheviit 7:1;Mishnah Sheviit 7:2
seah,False,Mishnah Bava Metzia 6:5;Mishnah Bava Metzia 8:5;Mishnah Bava Metzia 8:5;Mishnah Peah 3:6;Mishnah Peah 6:6;Mishnah Peah 6:6;Mishnah Peah 6:6;Mishnah Peah 6:6;Mishnah Peah 6:7;Mishnah Peah 6:7;Mishnah Peah 6:7;Mishnah Peah 6:9;Mishnah Peah 6:9;Mishnah Peah 6:9;Mishnah Peah 7:2;Mishnah Peah 8:7;Mishnah Bava Batra 6:2;Mishnah Bava Batra 7:2;Mishnah Bava Batra 7:2;Mishnah Yoma 4:4;Mishnah Eruvin 7:10;Mishnah Eruvin 8:9;Mishnah Kilayim 2:1;Mishnah Kilayim 2:1;Mishnah Kilayim 2:1;Mishnah Oholot 8:1;Mishnah Oholot 8:3;Mishnah Oholot 9:12;Mishnah Oholot 9:14;Mishnah Oholot 17:1;Mishnah Oholot 17:5;Mishnah Oholot 17:5;Mishnah Tahorot 3:2;Mishnah Sheviit 1:2;Mishnah Sheviit 4:9;Mishnah Sheviit 5:2;Mishnah Sheviit 5:8;Mishnah Menachot 12:4;Mishnah Menachot 12:4;Mishnah Terumot 1:7;Mishnah Terumot 7:5;Mishnah Terumot 8:5;Mishnah Terumot 10:8;Mishnah Terumot 10:8;Mishnah Terumot 11:5;Mishnah Mikvaot 1:4;Mishnah Mikvaot 1:7;Mishnah Mikvaot 2:1;Mishnah Mikvaot 2:1;Mishnah Mikvaot 2:2;Mishnah Mikvaot 2:2;Mishnah Mikvaot 2:2;Mishnah Mikvaot 2:3;Mishnah Mikvaot 2:3;Mishnah Mikvaot 2:4;Mishnah Mikvaot 2:5;Mishnah Mikvaot 2:10;Mishnah Mikvaot 3:1;Mishnah Mikvaot 3:1;Mishnah Mikvaot 3:1;Mishnah Mikvaot 3:1;Mishnah Mikvaot 3:2;Mishnah Mikvaot 4:4;Mishnah Mikvaot 5:6;Mishnah Mikvaot 5:6;Mishnah Mikvaot 5:6;Mishnah Mikvaot 6:1;Mishnah Mikvaot 6:3;Mishnah Mikvaot 6:3;Mishnah Mikvaot 6:3;Mishnah Mikvaot 6:4;Mishnah Mikvaot 6:8;Mishnah Mikvaot 6:8;Mishnah Mikvaot 6:9;Mishnah Mikvaot 6:11;Mishnah Mikvaot 6:11;Mishnah Mikvaot 7:1;Mishnah Mikvaot 7:1;Mishnah Mikvaot 7:1;Mishnah Mikvaot 7:1;Mishnah Mikvaot 7:2;Mishnah Mikvaot 7:2;Mishnah Mikvaot 7:2;Mishnah Mikvaot 7:2;Mishnah Mikvaot 7:2;Mishnah Mikvaot 7:2;Mishnah Mikvaot 7:2;Mishnah Mikvaot 7:3;Mishnah Mikvaot 7:4;Mishnah Mikvaot 7:5;Mishnah Mikvaot 7:6;Mishnah Mikvaot 7:7;Mishnah Kelim 15:1;Mishnah Kelim 17:11;Mishnah Kelim 20:1;Mishnah Shevuot 7:5;Mishnah Terumot 4:2;Mishnah Terumot 4:2;Mishnah Terumot 4:7;Mishnah Terumot 4:7;Mishnah Terumot 4:11;Mishnah Terumot 4:11;Mishnah Terumot 4:11;Mishnah Terumot 4:12;Mishnah Terumot 5:1;Mishnah Terumot 5:1;Mishnah Terumot 5:1;Mishnah Terumot 5:1;Mishnah Terumot 5:2;Mishnah Terumot 5:2;Mishnah Terumot 5:2;Mishnah Terumot 5:2;Mishnah Terumot 5:2;Mishnah Terumot 5:3;Mishnah Terumot 5:3;Mishnah Terumot 5:4;Mishnah Terumot 5:4;Mishnah Terumot 5:5;Mishnah Terumot 5:6;Mishnah Terumot 5:7;Mishnah Terumot 5:7;Mishnah Terumot 5:8;Mishnah Terumot 5:9;Mishnah Terumot 5:9;Mishnah Terumot 5:9;Mishnah Tamid 2:5;Mishnah Tamid 2:5;Mishnah Orlah 2:2;Mishnah Orlah 2:2;Mishnah Orlah 2:3;Mishnah Orlah 2:3;Mishnah Orlah 2:3;Mishnah Orlah 2:3;Mishnah Zavim 4:2;Mishnah Kelim 2:2;Mishnah Kelim 2:2
seahs,False,Mishnah Terumot 4:2;Mishnah Kelim 2:2;Mishnah Kelim 2:2;Mishnah Kelim 2:2
seatayim,False,Mishnah Eruvin 2:3
seein,False,Mishnah Eruvin 8:2
seeit,False,Mishnah Negaim 1:1;Mishnah Negaim 1:1;Mishnah Negaim 7:2
sefarim,False,Mishnah Megillah 1:8;Mishnah Megillah 1:8;Mishnah Megillah 1:8
seim,False,Mishnah Bava Metzia 5:1;Mishnah Shekalim 3:2;Mishnah Menachot 6:6;Mishnah Menachot 6:6;Mishnah Menachot 6:6;Mishnah Menachot 7:1;Mishnah Menachot 7:1;Mishnah Menachot 7:1;Mishnah Menachot 10:1;Mishnah Menachot 10:1;Mishnah Bava Metzia 3:7
seir hamishtaleach,False,Mishnah Shekalim 4:2;Mishnah Shekalim 4:2
sela,True,
selah,False,Mishnah Ketubot 4:3;Mishnah Ketubot 4:3;Mishnah Ketubot 5:9;Mishnah Ketubot 5:9;Mishnah Ketubot 5:9;Mishnah Ketubot 5:9;Mishnah Ketubot 6:3;Mishnah Ketubot 6:4;Mishnah Maaser Sheni 2:6;Mishnah Maaser Sheni 2:6;Mishnah Maaser Sheni 2:6;Mishnah Maaser Sheni 2:7;Mishnah Maaser Sheni 2:8;Mishnah Maaser Sheni 2:8;Mishnah Maaser Sheni 2:9;Mishnah Maaser Sheni 2:9;Mishnah Maaser Sheni 2:10;Mishnah Maaser Sheni 2:10;Mishnah Maaser Sheni 4:3;Mishnah Maaser Sheni 4:3;Mishnah Maaser Sheni 4:3;Mishnah Maaser Sheni 4:3;Mishnah Maaser Sheni 4:3;Mishnah Maaser Sheni 4:6;Mishnah Maaser Sheni 4:6;Mishnah Maaser Sheni 4:6;Mishnah Maaser Sheni 4:6;Mishnah Maaser Sheni 4:6;Mishnah Maaser Sheni 4:6;Mishnah Maaser Sheni 4:6;Mishnah Maaser Sheni 4:6;Mishnah Maaser Sheni 5:4;Mishnah Maaser Sheni 5:4;Mishnah Terumot 10:8
selaim,False,Mishnah Bava Metzia 5:2;Mishnah Shekalim 2:4;Mishnah Shekalim 2:4;Mishnah Chullin 11:2;Mishnah Chullin 11:2;Mishnah Menachot 13:8;Mishnah Menachot 13:8;Mishnah Menachot 13:8;Mishnah Menachot 13:8;Mishnah Menachot 13:8;Mishnah Menachot 13:8;Mishnah Kelim 14:1;Mishnah Arakhin 2:1;Mishnah Arakhin 2:1;Mishnah Arakhin 2:1;Mishnah Arakhin 2:1;Mishnah Arakhin 3:1;Mishnah Arakhin 3:3;Mishnah Arakhin 3:4;Mishnah Arakhin 3:5;Mishnah Eduyot 7:1;Mishnah Arakhin 8:2;Mishnah Arakhin 8:2;Mishnah Arakhin 8:2;Mishnah Arakhin 8:2;Mishnah Arakhin 8:2;Mishnah Arakhin 8:3;Mishnah Bekhorot 8:2;Mishnah Bekhorot 8:3;Mishnah Bekhorot 8:3;Mishnah Bekhorot 8:4;Mishnah Bekhorot 8:4;Mishnah Bekhorot 8:4;Mishnah Bekhorot 8:4;Mishnah Bekhorot 8:5;Mishnah Bekhorot 8:5;Mishnah Bekhorot 8:5;Mishnah Bekhorot 8:5;Mishnah Bekhorot 8:6;Mishnah Bekhorot 8:6;Mishnah Bekhorot 8:7;Mishnah Bekhorot 8:8
selas,False,Mishnah Bava Batra 10:2;Mishnah Bava Batra 10:2;Mishnah Bekhorot 1:6
semichah,True,
serak,False,Mishnah Kilayim 6:3;Mishnah Kilayim 6:5;Mishnah Kilayim 6:5;Mishnah Kilayim 6:5
shaatnez,False,Mishnah Kilayim 9:8;Mishnah Kilayim 9:8;Mishnah Kilayim 9:8;Mishnah Kilayim 9:8
shaatzez,False,Mishnah Makkot 3:8
shabbat,False,Mishnah Shabbat 1:1
shabbatot,False,Mishnah Nedarim 9:6
shacharit,False,Mishnah Berakhot 4:1
shachul,False,Mishnah Bekhorot 6:7;Mishnah Bekhorot 6:7
shalmei tzibur,False,Mishnah Meilah 2:5
shavuaot,False,Mishnah Sukkah 5:7
shavuot,False,Mishnah Chullin 5:3;Mishnah Sheviit 1:1;Mishnah Sheviit 2:1;Mishnah Challah 4:10;Mishnah Bikkurim 1:10
shekalim,False,Mishnah Shekalim 1:1;Mishnah Shekalim 2:1;Mishnah Shekalim 2:4;Mishnah Shekalim 2:4;Mishnah Shekalim 2:4;Mishnah Shekalim 2:5;Mishnah Shekalim 8:8;Mishnah Shekalim 8:8;Mishnah Arakhin 3:2;Mishnah Shevuot 5:1;Mishnah Bekhorot 8:7
shekatsim,False,Mishnah Shevuot 3:4;Mishnah Shevuot 3:4
shekatzim uremashim,False,Mishnah Niddah 3:2
shekatzim uremasim,False,Mishnah Shabbat 14:1;Mishnah Sheviit 7:3
shekel,False,Mishnah Nedarim 4:2;Mishnah Maaser Sheni 2:8;Mishnah Maaser Sheni 2:8;Mishnah Maaser Sheni 2:9;Mishnah Maaser Sheni 2:9;Mishnah Eduyot 1:9;Mishnah Eduyot 1:9;Mishnah Eduyot 1:10;Mishnah Eduyot 1:10;Mishnah Shevuot 6:7;Mishnah Shevuot 6:7;Mishnah Arakhin 7:1
shekhinah,False,Mishnah Sanhedrin 6:5
shekuka,False,Mishnah Nedarim 1:2
shel rosh,False,Mishnah Kelim 18:8
shelamim,True,
shelamin,False,Mishnah Beitzah 2:4
shem,True,
shema,False,Mishnah Berakhot 1:1;Mishnah Berakhot 1:1;Mishnah Berakhot 1:2;Mishnah Berakhot 1:2;Mishnah Berakhot 1:2;Mishnah Berakhot 1:2;Mishnah Berakhot 1:3;Mishnah Berakhot 1:3;Mishnah Berakhot 1:4;Mishnah Berakhot 2:1;Mishnah Berakhot 2:1;Mishnah Berakhot 2:1;Mishnah Berakhot 2:1;Mishnah Berakhot 2:2;Mishnah Berakhot 2:2;Mishnah Berakhot 2:2;Mishnah Berakhot 2:2;Mishnah Berakhot 2:2;Mishnah Berakhot 2:2;Mishnah Berakhot 2:3;Mishnah Berakhot 2:4;Mishnah Berakhot 2:5;Mishnah Berakhot 2:5;Mishnah Berakhot 2:5;Mishnah Berakhot 2:8;Mishnah Berakhot 3:1;Mishnah Berakhot 3:1;Mishnah Berakhot 3:3;Mishnah Berakhot 3:4;Mishnah Berakhot 3:4;Mishnah Berakhot 3:5;Mishnah Shabbat 1:2;Mishnah Sotah 7:1
shema yisrael,False,Mishnah Shabbat 8:3
shemanecha,False,Mishnah Avodah Zarah 2:5
shemini atseret,False,Mishnah Chullin 5:3
sheminit,True,
shemitah,False,Mishnah Rosh Hashanah 1:1
shemittah,False,Mishnah Shekalim 4:1;Mishnah Eduyot 4:3;Mishnah Eduyot 4:5
shemona esrei,False,Mishnah Tamid 5:1
shemonah esrei,False,Mishnah Berakhot 3:1;Mishnah Berakhot 3:1;Mishnah Berakhot 3:3
shemoneh esrei,False,Mishnah Berakhot 4:3;Mishnah Berakhot 5:1
shemuel,False,Mishnah Shabbat 12:3
sheni,True,
sheniyot,False,Mishnah Yevamot 9:3
sheratsim,False,Mishnah Chullin 9:2
sheratzim,False,Mishnah Shabbat 14:1;Mishnah Meilah 4:4
sherets,False,Mishnah Chullin 9:2;Mishnah Chullin 9:5;Mishnah Chullin 9:6
sheretz,True,
shetukei,False,Mishnah Kiddushin 4:1;Mishnah Kiddushin 4:1;Mishnah Kiddushin 4:2;Mishnah Kiddushin 4:2;Mishnah Kiddushin 4:3
sheviit,False,Mishnah Shekalim 2:2;Mishnah Bekhorot 4:8;Mishnah Bekhorot 4:10;Mishnah Bekhorot 4:10
shevuah,False,Mishnah Nedarim 1:2;Mishnah Nedarim 2:1;Mishnah Nedarim 2:2;Mishnah Nedarim 2:2;Mishnah Nedarim 2:2;Mishnah Nedarim 2:3;Mishnah Nedarim 2:3
shevut,False,Mishnah Shabbat 10:6;Mishnah Eruvin 10:3;Mishnah Eruvin 10:15;Mishnah Pesachim 6:2;Mishnah Pesachim 6:2;Mishnah Rosh Hashanah 4:8;Mishnah Beitzah 5:2;Mishnah Beitzah 5:2
shevuta,False,Mishnah Nedarim 1:2
shevut‎,False,Mishnah Pesachim 6:2;Mishnah Pesachim 6:2;Mishnah Pesachim 6:2;Mishnah Pesachim 6:2
shifchah charufah,False,Mishnah Keritot 2:2;Mishnah Keritot 2:3;Mishnah Keritot 2:4;Mishnah Keritot 2:4;Mishnah Keritot 2:4;Mishnah Keritot 2:4;Mishnah Keritot 2:4;Mishnah Keritot 2:5;Mishnah Keritot 2:5;Mishnah Zevachim 5:5
shikcha,False,Mishnah Peah 4:3;Mishnah Peah 4:6;Mishnah Peah 4:6;Mishnah Peah 4:6;Mishnah Peah 5:4;Mishnah Peah 5:5;Mishnah Peah 5:5;Mishnah Peah 5:6;Mishnah Peah 5:7;Mishnah Peah 5:8;Mishnah Peah 5:8;Mishnah Peah 5:8;Mishnah Peah 5:8;Mishnah Peah 5:8;Mishnah Peah 5:8;Mishnah Peah 5:8;Mishnah Peah 5:8;Mishnah Peah 6:1;Mishnah Peah 6:1;Mishnah Peah 6:2;Mishnah Peah 6:2;Mishnah Peah 6:3;Mishnah Peah 6:4;Mishnah Peah 6:4;Mishnah Peah 6:4;Mishnah Peah 6:4;Mishnah Peah 6:4;Mishnah Peah 6:5;Mishnah Peah 6:5;Mishnah Peah 6:5;Mishnah Peah 6:5;Mishnah Peah 6:5;Mishnah Peah 6:5;Mishnah Peah 6:6;Mishnah Peah 6:6;Mishnah Peah 6:6;Mishnah Peah 6:8;Mishnah Peah 6:8;Mishnah Peah 6:10;Mishnah Peah 6:10;Mishnah Peah 6:10;Mishnah Peah 6:11;Mishnah Peah 6:11;Mishnah Peah 6:11;Mishnah Peah 7:1;Mishnah Peah 7:1;Mishnah Peah 7:1;Mishnah Peah 7:1;Mishnah Peah 7:2;Mishnah Peah 7:2;Mishnah Peah 7:2;Mishnah Peah 7:2;Mishnah Peah 7:8;Mishnah Peah 8:2;Mishnah Peah 8:8
shikhcha,False,Mishnah Peah 6:4
shikhecha,True,
shikma,False,Mishnah Kilayim 6:4
shikmah,False,Mishnah Kilayim 1:8
shiloach,False,Mishnah Zavim 1:5
shiloh,False,Mishnah Zevachim 14:6
shimon,False,Mishnah Shabbat 12:3
shirayim,False,Mishnah Kilayim 9:2
shis,False,Mishnah Middot 3:3
shittuf,False,Mishnah Challah 1:8;Mishnah Challah 1:8
shituf,False,Mishnah Eruvin 3:1;Mishnah Eruvin 6:5;Mishnah Eruvin 6:8;Mishnah Eruvin 6:8;Mishnah Eruvin 6:8;Mishnah Eruvin 6:8;Mishnah Eruvin 7:6;Mishnah Eruvin 7:7;Mishnah Eruvin 7:8;Mishnah Eruvin 7:9;Mishnah Eruvin 7:10
shlamim,False,Mishnah Nedarim 1:4
shlashit,False,Mishnah Parah 1:1;Mishnah Parah 1:1;Mishnah Parah 1:1
shlishit,False,Mishnah Parah 1:1
shofar,False,Mishnah Chullin 1:7;Mishnah Rosh Hashanah 4:6;Mishnah Arakhin 2:3
shofarot,False,Mishnah Shekalim 6:1;Mishnah Shekalim 6:5;Mishnah Shekalim 6:6;Mishnah Rosh Hashanah 4:5;Mishnah Rosh Hashanah 4:5;Mishnah Rosh Hashanah 4:6
shomeret yabam,False,Mishnah Sotah 4:1
shomeret yavam,True,
shor haniskal,False,Mishnah Chullin 5:3
shoshanat hamelech,False,Mishnah Kilayim 5:8
shoteh,False,Mishnah Gittin 2:6;Mishnah Gittin 2:6;Mishnah Chullin 1:1;Mishnah Chullin 6:3
shtei halechem,True,
shtiyah,False,Mishnah Yoma 5:2
shua,False,Mishnah Kilayim 9:8
shulchan,False,Mishnah Meilah 2:7
shushan habirah,False,Mishnah Kelim 17:9
sikra,False,Mishnah Shabbat 12:4
sikrikonim,False,Mishnah Bikkurim 1:2;Mishnah Bikkurim 2:3
simchah,False,Mishnah Sukkah 4:1;Mishnah Sukkah 4:8;Mishnah Sukkah 4:8
sin,False,Mishnah Eduyot 7:3;Mishnah Eduyot 7:4
sit,False,Mishnah Shabbat 13:4;Mishnah Shabbat 13:4;Mishnah Orlah 3:2;Mishnah Orlah 3:3
skhakh,False,Mishnah Sukkah 1:4;Mishnah Sukkah 1:4;Mishnah Sukkah 1:4;Mishnah Sukkah 1:4;Mishnah Sukkah 1:5;Mishnah Sukkah 1:6;Mishnah Sukkah 1:8;Mishnah Sukkah 1:9;Mishnah Sukkah 1:9;Mishnah Sukkah 1:10;Mishnah Sukkah 1:10;Mishnah Sukkah 1:10;Mishnah Sukkah 2:2;Mishnah Sukkah 2:2;Mishnah Sukkah 2:8
soreg,False,Mishnah Middot 2:3;Mishnah Middot 2:3
sotah,True,
sotot,False,Mishnah Sotah 1:5
soveiv,False,Mishnah Middot 3:1
sukkah,False,Mishnah Maasrot 3:7;Mishnah Maasrot 3:7;Mishnah Maasrot 3:7;Mishnah Maasrot 3:7;Mishnah Nedarim 2:2;Mishnah Shevuot 3:8
sukkot,False,Mishnah Maasrot 3:7;Mishnah Maasrot 3:7;Mishnah Bikkurim 1:6;Mishnah Bikkurim 1:6;Mishnah Bikkurim 1:10
syria,False,Mishnah Avodah Zarah 1:8;Mishnah Avodah Zarah 1:8
taf,False,Mishnah Maaser Sheni 4:11;Mishnah Maaser Sheni 4:11
tallit,False,Mishnah Taanit 2:3
tamai,False,Mishnah Meilah 4:1
tamei,False,Mishnah Meilah 1:1;Mishnah Meilah 1:2;Mishnah Meilah 1:2;Mishnah Meilah 1:3;Mishnah Meilah 1:3;Mishnah Meilah 1:4;Mishnah Meilah 1:4;Mishnah Meilah 2:1;Mishnah Meilah 2:2;Mishnah Meilah 2:3;Mishnah Meilah 2:4;Mishnah Meilah 2:5;Mishnah Meilah 2:6;Mishnah Meilah 2:7;Mishnah Meilah 2:8;Mishnah Meilah 2:9;Mishnah Meilah 2:9;Mishnah Meilah 2:9
tamid,True,
tamidim,False,Mishnah Sukkah 5:7
tapuach,False,Mishnah Tamid 2:2;Mishnah Tamid 2:2;Mishnah Tamid 2:4
tarkav,False,Mishnah Tamid 3:6
tarkov,False,Mishnah Tamid 5:4
tarpeikin,False,Mishnah Ketubot 5:7;Mishnah Ketubot 5:7
tartemar,False,Mishnah Sanhedrin 8:2
tashlumei kefel,True,
tashlumin,True,
tavui,False,Mishnah Kilayim 9:8
techeilet,False,Mishnah Kinnim 3:6
techiyat hameitim,False,Mishnah Berakhot 5:2
techum,False,Mishnah Eruvin 3:4;Mishnah Eruvin 3:5;Mishnah Eruvin 3:5;Mishnah Eruvin 3:5;Mishnah Eruvin 3:5;Mishnah Eruvin 3:5;Mishnah Eruvin 3:5;Mishnah Eruvin 3:6;Mishnah Eruvin 3:6;Mishnah Eruvin 3:7;Mishnah Eruvin 4:1;Mishnah Eruvin 4:1;Mishnah Eruvin 4:2;Mishnah Eruvin 4:3;Mishnah Eruvin 4:3;Mishnah Eruvin 4:11;Mishnah Eruvin 4:11;Mishnah Eruvin 4:11;Mishnah Eruvin 4:11;Mishnah Eruvin 4:11;Mishnah Eruvin 4:11;Mishnah Eruvin 5:4;Mishnah Eruvin 5:4;Mishnah Eruvin 5:5;Mishnah Eruvin 5:5;Mishnah Eruvin 5:7;Mishnah Eruvin 5:7;Mishnah Eruvin 5:7;Mishnah Eruvin 5:7;Mishnah Eruvin 5:7;Mishnah Eruvin 5:8;Mishnah Eruvin 5:8;Mishnah Eruvin 5:9;Mishnah Eruvin 10:2;Mishnah Pesachim 6:1;Mishnah Rosh Hashanah 4:8;Mishnah Beitzah 4:2;Mishnah Beitzah 5:3
techumim,False,Mishnah Eruvin 5:5;Mishnah Eruvin 7:11;Mishnah Eruvin 8:1;Mishnah Eruvin 8:2
techumin,False,Mishnah Eruvin 8:1
tefach,True,
tefachim,True,
tefi,False,Mishnah Parah 6:3;Mishnah Parah 6:3
tefilla,False,Mishnah Mikvaot 10:2;Mishnah Mikvaot 10:3
tefillah,False,Mishnah Berakhot 2:4
